('ipiphone 6s có thể chiến được game pubg mobile mượt khong', {'entities': [(37, 48, 'GAME')]})
('sản phẩm ở khu vực hn còn màu bạc, hoặc màu iphone xám không ạ?', {'entities': [(19, 21, 'LOCATION'), (44, 54, 'COLOR'), (30, 33, 'COLOR')]})
('còn iphone iphone 6s mới khôg à', {'entities': [(4, 20, 'PHONE')]})
('còn hàng k bạn, mình ở dĩ an có chi nhánh nào gần đó k', {'entities': [(23, 28, 'LOCATION')]})
('cho e hōi màu hong con hang k za', {'entities': [(14, 18, 'COLOR')]})
('có trung tâm nào ở hà nội còn đt này k', {'entities': [(19, 25, 'LOCATION')]})
('iphoneiphone 6s 32 ben shop con hang k a', {'entities': [(0, 15, 'PHONE'), (16, 18, 'ROM')]})
('e muốn mua trả góp thì như thế nào ạ?', {'entities': [(7, 18, 'IS_NEEDED')]})
('cho e hỏi e sn 99 năm nay 19t đc trả góp chưa ạ', {'entities': [(30, 40, 'IS_NEEDED')]})
('anh ơi, em muốn mua iphone iphone 6s 32gb vào cuối tuần này, không biết cửa hàng ở 4b cộng hoà còn nhiều hàng để  iphone xem không vậy?', {'entities': [(20, 36, 'PHONE'), (37, 39, 'ROM')]})
('trả góp o% hay sao qtv', {'entities': [(0, 7, 'IS_NEEDED')]})
('cho mình hỏi chương trình trả góp ntn ad?', {'entities': [(26, 33, 'IS_NEEDED')]})
('bản quốc tế hay block vậy', {'entities': [(4, 21, 'IS_GLOBAL')]})
('cái này đã qua sử dụng rồi phải ko ạ? em đang muốn mua mới ạ', {'entities': [(8, 26, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('có trả góp k shop', {'entities': [(0, 10, 'IS_NEEDED')]})
('mẫu này còn ở chi nhánh nguyễn thị minh khai k ạ', {'entities': [(24, 44, 'LOCATION')]})
('bên gò vấp còn hàng kh ạ', {'entities': [(4, 10, 'LOCATION')]})
('nhập khẩu ở đâu ạ???', {'entities': [(0, 11, 'IS_PHONE_FROM')]})
('ở hà nội còn hàng ko bạn. giá ở đây đã bao gồm sạc cáp tai nghe chưa vậy', {'entities': [(2, 8, 'LOCATION')]})
('ipiphone 6s màu iphone xám còn hàng ở tphcm không ạ?', {'entities': [(0, 11, 'PHONE'), (38, 43, 'LOCATION')]})
('ipiphone 6s 32gb chi nhánh cầu giấy còn sản phẩm k ạ', {'entities': [(0, 11, 'PHONE'), (12, 14, 'ROM'), (27, 35, 'LOCATION')]})
('ipiphone 6s 32g con màu gì b ơi?', {'entities': [(12, 14, 'ROM'), (0, 11, 'PHONE')]})
('ipiphone 6s có thể chiến được game pubg mobile mượt khong', {'entities': [(37, 48, 'GAME')]})
('iphone iphone 6s 32gb còn hàng ở những cơ sở nào ạ', {'entities': [(0, 16, 'PHONE'), (17, 19, 'ROM')]})
('bao giờ thì có hàng màu hồng ở hn nhỉ,nay gọi mà k đâu còn', {'entities': [(24, 28, 'COLOR'), (31, 33, 'LOCATION')]})
('sản phẩm có chống nước không vậy ạ, tình trạng máy trước đó là như thế nào mà khách đổi trả vậy ạ. cảm ơn', {'entities': [(12, 22, 'IS_WATER_PROTECTED')]})
('hàng chính hãng hay copy vậy ạk', {'entities': [(0, 15, 'WHAT_FROM_TYPE')]})
('ở thanh hóa thì mua chỗ nào ạ?', {'entities': [(2, 11, 'LOCATION')]})
('ở hà nội nội không có con nào ạ', {'entities': [(2, 8, 'LOCATION')]})
('e có khoảng 3tr, muốn mua máy trả góp có được không ạ', {'entities': [(22, 37, 'IS_NEEDED')]})
('cho e biết rõ tình trạng máy đc ko ạ', {'entities': [(14, 28, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('mua trả góp kỳ hạn 6 tháng thì trả trước bn và hàng tháng trả bn ạ', {'entities': [(0, 11, 'IS_NEEDED')]})
('mua trả trước 10% được không', {'entities': [(0, 13, 'IS_NEEDED')]})
('mua trả góp thì trả trước 10% là bao nhiêu tiền và 1 tháng bao nhiêu (trả góp 15 tháng)', {'entities': [(4, 25, 'IS_NEEDED')]})
('máy này là máy mới người ta test máy thử không thích nên không lấy đúng không', {'entities': [(8, 18, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('máy này là máy chính hãng mà sao rẻ vậy', {'entities': [(11, 25, 'WHAT_FROM_TYPE')]})
('có bán tra gop ko', {'entities': [(3, 14, 'IS_NEEDED')]})
('còn hàng màu bạc không shop ?', {'entities': [(13, 16, 'COLOR')]})
('máy chỉ kích hoạt thôi hay đã qua sử dụng rồi', {'entities': [(8, 17, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('máy kích hoạt này còn bao ngày bảo hành', {'entities': [(4, 13, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('mình ở hcm máy còn hàng ko shop ? có màu đen ko', {'entities': [(7, 10, 'LOCATION'), (41, 44, 'COLOR')]})
('máy này con hàng ở hcm ko màu đen', {'entities': [(19, 22, 'LOCATION'), (30, 33, 'COLOR')]})
('cho e iphone xin địa chỉ ở tp hcm.', {'entities': [(27, 33, 'LOCATION')]})
('cho e hỏi địa chỉ mua hàng ở hà nội ạ', {'entities': [(29, 35, 'LOCATION')]})
('dạ cho em hỏi mình mua chả góp trả sau ak', {'entities': [(19, 30, 'IS_NEEDED')]})
('sản phẩm chính hãng vn phải ko', {'entities': [(0, 19, 'WHAT_FROM_TYPE'), (20, 22, 'LOCATION')]})
('con mau iphone xanh khong shop. minh o kv quan 9', {'entities': [(8, 19, 'COLOR'), (42, 48, 'LOCATION')]})
('cho mình hỏi khi mua trả góp, các sp đi kèm những gì?', {'entities': [(34, 43, 'SALE_OFF_GIFF')]})
('cho mình hỏi shop còn hàng màu gold không', {'entities': [(31, 35, 'COLOR')]})
('với cả có cửa hàng bán tại khu vực cầu giấy không', {'entities': [(35, 43, 'LOCATION')]})
('mình ở tp cà mau đang có 6tr muốn trả góp được không? iphone xin tư vấn giúp ạ', {'entities': [(29, 41, 'IS_NEEDED'), (10, 16, 'LOCATION')]})
('siphone 8 plus .full boiphone x luôn hả shop.o khu vực hai bà trưng còn hàng ko . còn những màu gi.quan tâm', {'entities': [(55, 67, 'LOCATION')]})
('siphone iphone 8 plus có đc tặng quà ko ad', {'entities': [(22, 39, 'SALE_OFF_GIFF')]})
('bên mình giá bán hiện tại vẫn là 12.790.000 à shop ?', {'entities': [(17, 29, 'OTHER')]})
('giữ giùm em màu đen nha ad', {'entities': [(19, 22, 'COLOR')]})
('ad ơi giảm đến khi nào vậy ad?', {'entities': [(6, 22, 'WHEN_END_SALE_OFF')]})
('cellphones âu cơ quận tân bình hcm còn hàng ko ad', {'entities': [(11, 16, 'LOCATION'), (32, 35, 'LOCATION')]})
('mình có siphone iphone 8 plus muốn đổi sang iphone iphone xsmaiphone x có được k?', {'entities': [(8, 29, 'PHONE'), (44, 70, 'PHONE')]})
('khi mua siphone iphone 8 plus có được tặng kèm sạc không dây không?', {'entities': [(8, 29, 'PHONE'), (38, 50, 'SALE_OFF_GIFF')]})
('đây là hàng cty mới nguyên hộp ạ', {'entities': [(7, 30, 'WHAT_FROM_TYPE')]})
('siphone iphone 8 plus nguyên tem chính hãng đủ phụ kiện đây ạ', {'entities': [(44, 55, 'SALE_OFF_GIFF'), (0, 21, 'PHONE')]})
('siphone 8 plus có chuẩn kháng nước, kháng bụi, sạc nhanh không', {'entities': [(24, 34, 'IS_WATER_PROTECTED'), (0, 14, 'PHONE')]})
('ở ho chi minh con may siphone iphone 8 plus màu iphone xanh hoac bac k vay? giá bao nhiêu', {'entities': [(2, 13, 'LOCATION'), (22, 43, 'PHONE'), (48, 59, 'COLOR'), (65, 68, 'COLOR')]})
('chi nhánh cầu giấy còn tím không ạ?', {'entities': [(10, 18, 'LOCATION'), (23, 26, 'COLOR')]})
('cho mình hỏi trả góp có lãi suất không và thanh toán như thế nào', {'entities': [(13, 20, 'IS_NEEDED')]})
('còn hàng ở hà nội ko ạ', {'entities': [(11, 17, 'LOCATION')]})
('cho mình hỏi con này con mới 100% kg qtv.va mình muôn mua trả góp qua thẻ bidv được không. va trả trước 30% nha .va mình sai gòn quận 2 thì mua ở cửa hang nào gần nhất', {'entities': [(58, 65, 'IS_NEEDED')]})
('còn hàng k vậy', {'entities': [(9, 14, 'OTHER')]})
('mình mua iphone xiaomi mi 8 64gb dc 2 tháng kèm gói bảo hành kim cương. giờ mún đổi sang siphone 8 plus thì phải bù bao nhiu shop?', {'entities': [(9, 27, 'PHONE'), (28, 30, 'ROM'), (89, 103, 'PHONE')]})
('shop cho hỏi con này hàng nước nào vậy', {'entities': [(26, 34, 'OTHER')]})
('sản phẩm nguyên seal ko ạ', {'entities': [(9, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('trả góp thế nào ạ, hạn bao nhiêu, trả trước bao nhiêu, hơn giá gốc bao nhiêu.', {'entities': [(0, 15, 'IS_NEEDED')]})
('có chương trình thu mua máy cũ giá tốt không ? mình đang dùng samsung samsung s8 cũng mua tại chính cửa hàng này luôn, nay muốn đổi thành siphone 8 plus. trả lời sớm giúp mình để còn kịp chương trình khuyến mãi.', {'entities': [(62, 80, 'PHONE'), (138, 152, 'PHONE')]})
('có thu lại điện thoại cũ ko ạ? mình mua của cellphones oppo f1s.. giờ muốn bán oppo để mua ss siphone 8 plus ạ', {'entities': [(55, 63, 'PHONE'), (91, 108, 'PHONE')]})
('máy mới 100%  chưa activer p khong bạn', {'entities': [(14, 26, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('cho mình  camera samsung note 8 vs siphone iphone 8 plus samsung note 8 hơn nhìu ko ạ', {'entities': [(10, 16, 'WHAT_FRONT_CAMERA')]})
('ở iphone xa có cà thẻ ko ad,* giảm tới 1% giá hóa đơnvậy là sao ad.', {'entities': [(12, 21, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('máy siphone iphone 8 plus là hàng fullboiphone x hay sao shop.mua ở iphone xa như thế nào shop?bảo hành ra sao', {'entities': [(4, 25, 'PHONE'), (34, 48, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('còn giá 12.990.000 ko ạ', {'entities': [(0, 3, 'OTHER')]})
('em có cái siphone iphone 8 plus sao có 1 sim vậy anh..loại máy dòng này em không rành anh tư vấn giúp em với..rong 64g ram 4g ..máy có chống nước không anh', {'entities': [(135, 145, 'IS_WATER_PROTECTED')]})
('giá hiện tại bao nhiu zậy ad', {'entities': [(0, 12, 'OTHER')]})
('ko có ho khẩu có dc ko ban', {'entities': [(0, 13, 'IS_NEEDED')]})
('trả góp cần giấy tờ gì hả bạn', {'entities': [(8, 22, 'IS_NEEDED')]})
('samsung samsung s8 plus cũ giá bn v ạ', {'entities': [(24, 33, 'PRICE_OF_OLD_PHONE'), (0, 23, 'PHONE')]})
('máy này đã kích hoạt chưa? giá còn khuyến mại 13,3tr k ad?', {'entities': [(11, 20, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('sản phẩm này màu tím còn ở cửa hàng nào bạn ơi', {'entities': [(17, 20, 'COLOR')]})
('em có con siphone 8 plus cũ mà màu đen giờ muốn đổi mấy mới mà màu tím không biết có được không và được áp dụng trả góp không ạ?', {'entities': [(10, 24, 'PHONE'), (25, 27, 'PHONE_TYPE'), (35, 38, 'COLOR'), (67, 70, 'COLOR')]})
('cho mình hỏi máy có hỗ trợ trả góp 0% ko qua thẻ tín dụng ko vậy', {'entities': [(20, 34, 'IS_NEEDED')]})
('cho mình hỏi máy bên shop có phải là hàng vn/a ko ạ?', {'entities': [(37, 46, 'WHAT_CODE')]})
('màu tím khói còn ko?', {'entities': [(4, 7, 'COLOR')]})
('máy còn nguyên seal ko ạ?', {'entities': [(8, 19, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('cho mình hỏi là samsung galaiphone xy siphone 8 plus ở shop còn màu orchid gray ko ạ?', {'entities': [(16, 52, 'PHONE'), (75, 79, 'COLOR')]})
('sao con này pin lại chỉ 2900. kém hơn con a2 vậy. có gì nhầm lẫn không ad?', {'entities': [(12, 23, 'HOW_LONG_PIN')]})
('ad ơi cho e hỏi trả góp 3-6 tháng đc ko ạ', {'entities': [(16, 23, 'IS_NEEDED')]})
('bên mình hà nội còn hàng dạng này ko ad', {'entities': [(9, 15, 'LOCATION')]})
('cho minh hoi tinh trang nguyên hộp, đã kích hoạt bảo hành la nhu the nao nhi', {'entities': [(36, 48, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('bên mình có còn hàng ko ạ', {'entities': [(12, 23, 'OTHER')]})
('cho mình hỏi, nếu mua trả góp, thì trả góp với giá 10,090,000đ hay giá 12,990,000 như trong bảng danh sách sản phẩm áp dụng trả góp lãi suất 0%', {'entities': [(18, 29, 'IS_NEEDED')]})
('mua trả góp có được giao hàng thu tiền tận nơi ko ạ', {'entities': [(0, 11, 'IS_NEEDED')]})
('máy đã kích hoạt có đc tạng phiếu mua hàng 1tr4 ko ad', {'entities': [(20, 33, 'SALE_OFF_GIFF')]})
('hiện tại mình mua máy ở celllhones được 30 ngày. máy màu iphone xanh muốn để lại ho bạn nào cần. giá 10tr5 máy mới leng cưng lhe:  máy còn bh hơn 11 tháng', {'entities': [(57, 68, 'COLOR')]})
('hàng này k có các gói khuyen mãi ha shop', {'entities': [(19, 33, 'SALE_OFF_GIFF')]})
('cho mình hỏi đã kích hoạt là đã qua sử dụng à', {'entities': [(16, 25, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('cho mình hỏi máy này nếu trả góp thì trả trước bnhieu tiền vậy', {'entities': [(25, 32, 'IS_NEEDED')]})
('muốn lấy sim không lấy loa giá bao nhiêu vậy shop?', {'entities': [(13, 26, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ở quận 9 còn san phẩm màu tím không?', {'entities': [(2, 8, 'LOCATION'), (26, 29, 'COLOR')]})
('con này pin dùng liên tục đc bao nhiêu lâu vay', {'entities': [(8, 25, 'HOW_LONG_PIN')]})
('chương trình áp đụng cho đến khi nào vậy ad.', {'entities': [(25, 36, 'WHEN_END_SALE_OFF')]})
('mua trả góp có đc tặng quà không', {'entities': [(18, 26, 'SALE_OFF_GIFF')]})
('e mua đt lấy sim ko lấy loa thì được giảm bao nhiu ad', {'entities': [(17, 27, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('nếu em mua mỗi máy và chỉ lấy sạc dự phòng thì giá như thế nào ạ?', {'entities': [(22, 33, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('sao e mua k có quà hay khuyến mãi gì vậy', {'entities': [(10, 33, 'SALE_OFF_GIFF')]})
('ở thái hà còn màu trắng k ạ', {'entities': [(22, 27, 'COLOR')]})
('liệu mua chả góp có khuyến mãi hay quà gì k ad', {'entities': [(17, 30, 'SALE_OFF_GIFF')]})
('màu tím, hcm còn ở chi nhánh nào vậy shop?', {'entities': [(4, 7, 'COLOR'), (9, 12, 'LOCATION')]})
('mình có những cửa hàng nào vậy shop', {'entities': [(14, 26, 'OTHER')]})
('nếu không nhận quà thì sao ạ', {'entities': [(4, 18, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('thủ tục trả góp sao vậy', {'entities': [(8, 15, 'IS_NEEDED')]})
('máy này chưa kích hoạt bảo hành phải ko , và có full phụ kiện ko', {'entities': [(8, 22, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('trong thời gian giảm blackfriday nếu em mua máy chỉ lấy sạc dự phòng các quà khác em không lấy thì giá còn bao nhiêu ạ', {'entities': [(48, 59, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mua trong ngày hnay giá còn bao nhiêu bao gồm cả quà vậy ạ', {'entities': [(31, 40, 'OTHER')]})
('nếu không lấy quà và sale  black friday thì giá bao nhiêu?', {'entities': [(4, 17, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('không lấy quà thì đt giá còn bn shop', {'entities': [(0, 13, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mh mua  6290k ko nhận quà cellphones thì giá cob bn ad', {'entities': [(14, 25, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mua trong nggày hnay k lấy qà thì còn bn ạ', {'entities': [(21, 29, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('không lấy quà thì còn bao nhiêu', {'entities': [(0, 13, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('giảm giá với kh lấy quà thì còn giá bn', {'entities': [(13, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('black friday giảm giá bao nhiêu, trả góp đc giảm giá k. và k lấy quà thì như nào ạ', {'entities': [(59, 68, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ngày black friday giảm bao nhiêu ạ ?', {'entities': [(18, 32, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mình ở hcm nếu mình không lấy quà thì giá nó như nào ạ', {'entities': [(7, 10, 'LOCATION'), (20, 33, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho e hỏi hiện tại mua huawei nova 3ei có ưu đãi gì?', {'entities': [(42, 51, 'SALE_OFF_GIFF'), (23, 38, 'PHONE')]})
('19 tuổi đầy đủ giấy tờ có thể trả góp được không ạ', {'entities': [(23, 37, 'IS_NEEDED')]})
('có trả góp qua thẻ tín dụng của maritime bank hem', {'entities': [(3, 18, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('mình ở tân bình không biết mua ở cửa hàng nào gần nhất ạ ?', {'entities': [(7, 15, 'LOCATION')]})
('add oi hiện bên cellphone còn khuyến mãi ko vậy?', {'entities': [(26, 43, 'IS_SALE_OFF_NOW')]})
('chính sách không lấy bộ quà tặng thì được giảm giá máy còn 5790k dc thực hiện đến bao giờ ạ?', {'entities': [(11, 27, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('nếu ko lấu bộ quà tặng thì trừ bao nhiêu ạ??', {'entities': [(4, 17, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ad ơi cho hỏi bộ quà tặng 1tr7 là bao gồm gồm đồ j vậy ạ thank ad', {'entities': [(34, 41, 'SALE_OFF_GIFF')]})
('iphone 5 đen giá nhiêu?', {'entities': [(0, 8, 'PHONE'), (9, 12, 'COLOR')]})
('iphone 6 - 32gb đỏ thủ đức còn không', {'entities': [(0, 8, 'PHONE'), (11, 13, 'ROM'), (16, 18, 'COLOR'), (19, 26, 'LOCATION')]})
('iphone 6 - 32gb đỏ ở thủ đức giá nhiêu?', {'entities': [(0, 8, 'PHONE'), (11, 13, 'ROM'), (16, 18, 'COLOR'), (21, 28, 'LOCATION')]})
('iphone 6 - 32gb sau khuyến mãi còn nhiêu?', {'entities': [(0, 8, 'PHONE'), (11, 13, 'ROM'), (16, 41, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('khi nào mới có màu bạc ạ ?', {'entities': [(19, 22, 'COLOR')]})
('bên shop còn bản màu bạc, khu vực tphcm ko shop ơi!', {'entities': [(21, 24, 'COLOR'), (34, 39, 'LOCATION')]})
('giá có vat chưa shop', {'entities': [(0, 10, 'IF_INCLUDE_TAX')]})
('trả góp qua công ty tài chính lãi suất là bao nhiêu vậy ad', {'entities': [(0, 7, 'IS_NEEDED')]})
('có trả góp % cho máy mã vn k shop?', {'entities': [(3, 10, 'IS_NEEDED')]})
('hết màu bạc rồi à ad ?', {'entities': [(8, 11, 'COLOR')]})
('ad giữ máy cho e nhe', {'entities': [(3, 10, 'OTHER')]})
('có trả gop k ạ', {'entities': [(3, 10, 'IS_NEEDED')]})
('có màu iphone xám ko', {'entities': [(7, 17, 'COLOR')]})
('đây là bản vna ak ad', {'entities': [(7, 14, 'WHAT_FROM_TYPE')]})
('shop cho mình hỏi bên mình còn iphone iphone x vna màu bạc không ạ', {'entities': [(31, 46, 'PHONE'), (55, 58, 'COLOR')]})
('cho mình hỏi hà nội còn màu bạc không nhỉ', {'entities': [(13, 19, 'LOCATION'), (28, 31, 'COLOR')]})
('cho mình hỏi có con iphone iphone x 64gb mới màu bạc ko ạ??? mình ở tphcm', {'entities': [(20, 35, 'PHONE'), (36, 38, 'ROM'), (49, 52, 'COLOR'), (68, 73, 'LOCATION')]})
('đag iphone xai iphone 7 plus muôn lên iphone x thj bu thêm khoag bao nkjêu vây shop?', {'entities': [(15, 28, 'PHONE'), (4, 12, 'PHONE')]})
('shop cho e hỏi là máy đang thảm khảo là máy mới chính hãng nguyên seal hay máy cpo?', {'entities': [(59, 70, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('shop oi iphone iphone x chinh hang duoc nhap tu dau ve a co nhap tu my ko ma phai la chinh hang', {'entities': [(68, 70, 'LOCATION')]})
('có thanh toán bằng thẻ đc ko ad', {'entities': [(3, 22, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('giá cả khuyến mãi có gì khác ko', {'entities': [(0, 28, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('máy có nguyen seal ko ạ, chưa bóc lớp ni lông ngoài hop chứ ạ?', {'entities': [(7, 18, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('bản vn/a có 256gb không ạ?', {'entities': [(12, 15, 'LOCATION'), (4, 8, 'CODE')]})
('chi có cccd có mua trả góp đc ko shop', {'entities': [(15, 26, 'IS_NEEDED')]})
('chào bạn mk muốn mua trả góp iphone iphone x phải trả trước tối thiểu bao nhiêu phần trăm vs nếu muộn lãi suất 0% cần những gì', {'entities': [(17, 28, 'IS_NEEDED'), (29, 44, 'PHONE')]})
('chào bạn ,mình ở hcm q3 bên bạn còn cây này không? ở chi nhánh nào vậy bạn?', {'entities': [(17, 20, 'LOCATION'), (21, 23, 'LOCATION')]})
('máy iphone iphone x 64gb vn/a này do fpt phân phối à', {'entities': [(4, 19, 'PHONE'), (20, 22, 'ROM'), (25, 29, 'CODE'), (37, 52, 'WHAT_FROM_TYPE')]})
('iphone iphone x 64gb vn/a khi nào có màu trắng ạ', {'entities': [(0, 15, 'PHONE'), (16, 18, 'ROM'), (21, 25, 'CODE'), (41, 46, 'COLOR')]})
('thành phố hcm có hàng iphone iphone x 64g chính hãng chưa ạ?', {'entities': [(10, 13, 'LOCATION'), (22, 37, 'PHONE'), (38, 40, 'ROM'), (42, 52, 'WHAT_FROM_TYPE')]})
('mình muốn trả góp iphone iphone x theo thẻ tín dụng maritime bank', {'entities': [(10, 51, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('cho mình hỏi khi nào có hàng vậy nhỉ', {'entities': [(9, 20, 'OTHER')]})
('cellphone ở bình dương mình có ko', {'entities': [(12, 22, 'LOCATION')]})
('ad cho minh hoi trả truoc bao nhiêu , mỗi tháng trả bao nhiêu kì hanh bao nhiêu vạy', {'entities': [(16, 35, 'IS_NEEDED')]})
('bên mình còn hàng k?', {'entities': [(9, 19, 'OTHER')]})
('giá hiu vậy shop', {'entities': [(0, 7, 'OTHER')]})
('toi co iphone iphone x 256gb doi iphone iphone iphone xsmaiphone x 512 thi bu bao nhieu', {'entities': [(7, 22, 'PHONE'), (23, 26, 'ROM'), (33, 66, 'PHONE'), (67, 70, 'ROM')]})
('bạn ơi cho mình hỏi, có đổi được từ iphone 7 plus 256gb lên iphone iphone iphone xs maiphone x 512gb được không?', {'entities': [(36, 49, 'PHONE'), (50, 53, 'ROM'), (60, 94, 'PHONE'), (95, 98, 'ROM')]})
('iphone iphone xs maiphone x 512gb gold chính hãng và 2sim có sẵn ở cửa hàng nào v ad', {'entities': [(0, 27, 'PHONE'), (28, 31, 'ROM'), (34, 38, 'COLOR'), (53, 57, 'HOW_NUMBER_SIM')]})
('iphone iphone xs maiphone x 512gb gold 2sim phải không ạ?', {'entities': [(0, 27, 'PHONE'), (28, 31, 'ROM'), (39, 43, 'HOW_NUMBER_SIM')]})
('bạn ơi cho mình hỏi có đổi đc từ iphone iphone 8 plus lên iphone iphone xs maiphone x 64 gb có đc ko bạn', {'entities': [(33, 53, 'PHONE'), (58, 85, 'PHONE'), (86, 88, 'ROM')]})
('mình iphone xin giá cụ thể đc ko ạ', {'entities': [(16, 26, 'OTHER')]})
('cho mình hỏi ở hn máy iphone iphone 8 plus màu iphone xám có bản của thị trường nào ạ?', {'entities': [(15, 17, 'LOCATION'), (22, 42, 'PHONE'), (47, 57, 'COLOR')]})
('mình muốn trả trước 40% góp 9th thì có được ko ạ?', {'entities': [(10, 19, 'IS_NEEDED')]})
('iphone 8 plus màu đen có máy của mỹ hong shop', {'entities': [(0, 13, 'PHONE'), (19, 22, 'COLOR')]})
('ở hà nội iphone 8 plus có phiên bản ll/a không ad?', {'entities': [(2, 8, 'LOCATION'), (9, 22, 'PHONE'), (36, 40, 'CODE')]})
('trả góp lãi suất s ad.đưa trc bao nhiêu và mỗi tháng góp bao nhiêu.', {'entities': [(0, 16, 'IS_NEEDED')]})
('cho em hỏi đây có phải dòng quốc tế khg ạ', {'entities': [(18, 35, 'IS_GLOBAL')]})
('cửa hàng trên đường lê văn việt , q9 có hàng kg, giá thế nào ?', {'entities': [(20, 31, 'LOCATION')]})
('tại hà nội còn hàng ko vậy ạ. quận hà đông hoặc lân cận cũng đc ạ', {'entities': [(4, 10, 'LOCATION'), (35, 42, 'LOCATION')]})
('cần trả góp qua ngân hàng home trong 12 tháng thì lãi suất bao nhiêu và mỗi tháng cần đống bao nhiêu .cho dòng mái iphone iphone 8 plus', {'entities': [(0, 11, 'IS_NEEDED'), (115, 135, 'PHONE')]})
('cho em hỏi với ạ. máy ở tình trạng mới full luôn phải không ạ?', {'entities': [(35, 43, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('em muốn mua trả góp thì cần những gì ạ?', {'entities': [(8, 19, 'IS_NEEDED')]})
('iphone iphone 8 plus gold 64gb  nhập khẩu qte giá bao nhiêu thế bạn ơi?', {'entities': [(0, 20, 'PHONE'), (21, 25, 'COLOR'), (26, 28, 'ROM')]})
('hàng quốc tế hay look ạ shop', {'entities': [(5, 21, 'IS_GLOBAL')]})
('máy 99% này có bung máy chưa shop ?', {'entities': [(0, 7, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('khả năng chống nước ntn vậy', {'entities': [(9, 19, 'IS_WATER_PROTECTED')]})
('máy apple iphone iphone 8 plus còn mã ll/a trong địa bàn hcm k ạ?', {'entities': [(10, 30, 'PHONE'), (38, 42, 'CODE'), (57, 60, 'LOCATION')]})
('cho mình hỏi.hiện giờ em chưa đủ 20t em có thể đi làm thẻ visa và trả góp k ạ.và điều kiện trả góp quả thẻ visa là sau. ad có thể nói rỏ không', {'entities': [(58, 73, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('cho mình hỏi bên cửa hàng mình có bán iphone iphone 8 plus 256gb ko ạ?', {'entities': [(43, 63, 'PHONE'), (64, 67, 'ROM')]})
('máy bên mình có chính hãng vn/a không ạ', {'entities': [(16, 26, 'WHAT_FROM_TYPE'), (27, 31, 'CODE')]})
('cho mình hỏi. apple iphone iphone 8 plus 64gb là hàng nhập bên mỹ nguyên seal chưa active hả ad', {'entities': [(20, 40, 'PHONE'), (41, 43, 'ROM'), (66, 77, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('cho e hỏi về trả góp máy iphone 8 plus với ạ', {'entities': [(13, 20, 'IS_NEEDED'), (25, 38, 'PHONE')]})
('loại này có màu đen không vậy?', {'entities': [(16, 19, 'COLOR')]})
('cho mình hỏi là giờ muốn mua iphone iphone 8 plus 64gb , mình muốn mua trả góp trong vòng 12 tháng và trả trước 50% vậy số tiền 50% là bao nhiêu vậy ạ với giấy tờ mình có cmnd và bằng lái đủ chưa ?', {'entities': [(67, 78, 'IS_NEEDED')]})
('đây là máy mới 100% nguyên hộp hay sao ạ!?', {'entities': [(7, 14, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
